gene	cell_line	condition	regulation	p_value	q_value	A549_C36_vs_Veh	A549_E07_vs_C36	A549_E07_vs_Veh	H1975_C36_vs_Veh	H1975_E07_vs_C36	H1975_E07_vs_Veh	H3255_C36_vs_Veh	H3255_E07_vs_C36	H3255_E07_vs_Veh	H820_C36_vs_Veh	H820_E07_vs_C36	H820_E07_vs_Veh
FA2H	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.544093			
FAHD2A	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.27862										
FAHD2A	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			2.96395									
FAHD2A	H820	C36_vs_Veh	downregulated	0.0012	0.0434733										-1.36006		
FAHD2B-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-1.6966599999999998										
FAHD2B-2	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-1.68138									
FAHD2B-2	H1975	E07_vs_C36	downregulated	0.00155	0.0287292					-1.18702							
FAHD2B-2	H1975	E07_vs_Veh	downregulated	0.00115	0.0245245						-1.16381						
FAIM2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.18022				
FAIM2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.08825			
FAM111A-DT	H3255	E07_vs_C36	upregulated	0.0001	0.00143002								0.556812				
FAM131C	H3255	E07_vs_C36	upregulated	0.00205	0.0175861								0.605445				
FAM157B	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.22888				
FAM174B	H1975	E07_vs_Veh	upregulated	0.00075	0.0180566						0.70148						
FAM185BP	H820	E07_vs_Veh	upregulated	0.0009	0.0366913												1.07522
FAM207BP	A549	E07_vs_C36	downregulated	0.00015	0.0131959		-0.637204										
FAM207BP	A549	E07_vs_Veh	downregulated	0.0001	0.00785286			-0.636472									
FAM207BP	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.74338	
FAM207BP	H820	E07_vs_Veh	downregulated	0.00075	0.0311786												-0.537004
FAM20C	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-2.0358								
FAM20C	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-2.15175						
FAM247B	H3255	E07_vs_Veh	downregulated	0.0067	0.0428308									-1.19251			
FAM3C2P	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.5531689999999999		
FAM3C2P	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.6003539999999999
FAM43A	H3255	E07_vs_C36	downregulated	0.0005	0.00557935								-0.550255				
FAM43A	H3255	E07_vs_Veh	downregulated	0.00025	0.00298436									-0.644987			
FAM72B	H3255	E07_vs_Veh	downregulated	0.00015	0.00192713									-0.514588			
FAM72C	A549	C36_vs_Veh	downregulated	0.00095	0.0341155	-0.663089											
FAM83A	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.529614			
FAM83E	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.579923				
FAM83E	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.691385			
FAM83E	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.596366		
FAM83H	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							0.519284					
FAM83H	H3255	E07_vs_Veh	upregulated	0.0001	0.00135278									0.508473			
FAM8A6P	H3255	E07_vs_C36	downregulated	0.00295	0.0234225								-1.31228				
FAM95C	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.661917							
FAM95C	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.694662						
FAN1-3	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-2.41642								
FAT2	H1975	E07_vs_C36	upregulated	0.00045	0.0107417					0.953889							
FAT2	H1975	E07_vs_Veh	upregulated	0.0008	0.0188467						0.868553						
FAT4	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.81978				
FAT4	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.676567			
FBL	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.63553											
FBL	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-1.55752									
FBL	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				1.63874								
FBL	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.87494							
FBL	H3255	C36_vs_Veh	downregulated	5e-05	0.00413571							-2.65026					
FBL	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-3.08818			
FBL	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.26698		
FBL	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.35175	
FBL	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-2.61809
FBLN5	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.631544				
FBLN5	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.507464			
FBN1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.630296				
FBN1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.705622			
FBP1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.557143				
FBP1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.503312			
FBXL16	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.672388				
FBXL16	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.70703			
FBXL6-2	A549	E07_vs_C36	downregulated	0.0007	0.0499159		-0.85739										
FBXL6-2	H3255	E07_vs_Veh	upregulated	0.00495	0.0338133									0.960373			
FBXL6-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.977035
FBXL9P	H3255	E07_vs_C36	upregulated	0.0009	0.00895661								0.8875049999999999				
FBXL9P	H3255	E07_vs_Veh	upregulated	0.00015	0.00192713									1.1837799999999998			
FBXO17-2	H1975	C36_vs_Veh	downregulated	0.0004	0.0300258				-1.54464								
FBXO17-2	H1975	E07_vs_Veh	downregulated	0.00285	0.0468355						-1.07844						
FBXO17-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.79541		
FBXO17-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.92429	
FBXO32	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.582221							
FBXO32	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.521528						
FBXO32	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.8827870000000001				
FBXO32	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.8961319999999999			
FBXO42-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	2.68408											
FBXO42-2	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-2.98708										
FBXO42-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						2.77414						
FBXO42-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											3.6979	
FBXO42-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												3.18885
FBXW10B	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-0.783729											
FCGBP	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.914014	
FCGRT	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.616005						
FDFT1	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-2.49215											
FDFT1	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-2.5282									
FDFT1	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-2.41839								
FDFT1	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-2.32073						
FDFT1	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-1.26335		
FDFT1	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-1.146
FDFT1-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.53678											
FDFT1-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.60563				
FEZF1-AS1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.908106				
FEZF1-AS1	H3255	E07_vs_Veh	upregulated	0.0001	0.00135278									0.84425			
FGD3	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.754089				
FGD3	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.628603			
FGF20	H3255	E07_vs_C36	downregulated	0.00265	0.0215615								-0.516655				
FGF20	H3255	E07_vs_Veh	downregulated	0.00065	0.00670355									-0.680008			
FGFBP1	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.8079189999999999						
FGFBP1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.969516				
FGFBP1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.34276			
FILIP1L	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										0.6150260000000001		
FILIP1L	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.702266
FKBPL-3	H1975	C36_vs_Veh	upregulated	0.0004	0.0300258				0.6233390000000001								
FKBPL-3	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.6465029999999999							
FLNA	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.590039			
FLOT1-4	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				0.7016100000000001								
FLRT1	A549	C36_vs_Veh	upregulated	0.0011	0.0381771	0.8637549999999999											
FN3K	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.514699				
FN3K	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.591392			
FNBP4	H1975	C36_vs_Veh	downregulated	0.0002	0.0169806				-0.921569								
FNBP4	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-1.13313						
FNBP4	H3255	E07_vs_C36	upregulated	0.00625	0.042643								0.608356				
FNBP4	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.14989			
FNBP4	H820	E07_vs_C36	upregulated	0.00015	0.0126649											0.847557	
FNBP4	H820	E07_vs_Veh	upregulated	0.0012	0.0460309												0.6470600000000001
FNDC11	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.814805				
FNDC4	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.704751				
FOLR1	H1975	E07_vs_C36	upregulated	0.00045	0.0107417					1.205							
FOLR1	H1975	E07_vs_Veh	upregulated	0.00035	0.00998837						1.23086						
FOLR1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.800269				
FOLR1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.779991			
FOS	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.80848				
FOS	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.732217			
FOS	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-0.6941609999999999
FOSB	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.6293489999999999											
FOSB	A549	E07_vs_C36	downregulated	5e-05	0.00476088		-0.52531										
FOSL1	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-0.5592							
FOSL1	H1975	E07_vs_Veh	downregulated	5e-05	0.00193293						-0.50002						
FOSL1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-1.14712				
FOSL1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.25803			
FOXD3-AS1	H3255	E07_vs_C36	upregulated	0.00135	0.0125506								0.611396				
FOXE1	H3255	E07_vs_C36	upregulated	0.0003	0.00361843								0.557385				
FOXO1	H3255	E07_vs_Veh	upregulated	0.0001	0.00135278									0.673193			
FOXO6	H820	E07_vs_C36	downregulated	0.0001	0.00897937											-1.14311	
FPR1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.694591							
FRAS1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.642257				
FRAS1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.540377			
FRAT1	H3255	E07_vs_C36	upregulated	0.00015	0.00200108								0.54979				
FRAT1	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.74762			
FRAT2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.738768				
FRAT2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.690771			
FRG1	A549	C36_vs_Veh	downregulated	0.0007	0.0268875	-3.89619											
FRG1	H820	C36_vs_Veh	upregulated	0.00015	0.00761444										1.0604		
FRG1	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.82373
FRG1JP	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.833641									
FRRS1	H3255	E07_vs_C36	downregulated	0.00185	0.0162602								-0.507081				
FRRS1	H3255	E07_vs_Veh	downregulated	0.00075	0.00749102									-0.559638			
FSBP	A549	C36_vs_Veh	downregulated	0.0006	0.0235938	-0.780949											
FSCN1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.553004			
FSCN1P1	A549	C36_vs_Veh	upregulated	0.0001	0.00520597	0.8250120000000001											
FSCN1P1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.992658							
FSCN1P1	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.985899						
FSCN1P1	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.8633540000000001	
FSCN1P1	H820	E07_vs_Veh	upregulated	0.0002	0.0100764												0.924244
FSCN2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.27922				
FSTL3	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.573137			
FSTL3	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.585482
FSTL5	A549	C36_vs_Veh	downregulated	0.00015	0.00754787	-0.696688											
FTH1P13	A549	E07_vs_Veh	downregulated	5e-05	0.00420689			-0.8608180000000001									
FUT11	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.903577				
FUT11	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.17471			
FYB1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.647256							
FZD8	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.557871			
GAA-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.7648										
GAA-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			1.7219									
GAA-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.41189				
GAA-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.06316			
GAA-2	H820	C36_vs_Veh	upregulated	0.00035	0.0155876										0.5406479999999999		
GAA-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												0.75998
GABARAPL1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.5626899999999999							
GABPAP	H3255	E07_vs_C36	downregulated	0.0007	0.0073096								-0.503875				
GABRA3	H3255	E07_vs_Veh	upregulated	0.0002	0.00247709									0.534316			
GABRP	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							2.53499					
GABRP	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									2.44568			
GADD45A	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.5080720000000001				
GAL3ST1	H3255	E07_vs_C36	upregulated	0.0014	0.0129037								0.859922				
GAL3ST1	H3255	E07_vs_Veh	upregulated	0.00645	0.0416529									0.705869			
GALNT4	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.634995				
GALNT4	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.6056189999999999			
GAPDHP1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.5042				
GAPDHP1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.5356920000000001			
GAPDHP65	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.541705			
GAPDHP70	A549	C36_vs_Veh	downregulated	0.0006	0.0235938	-0.928454											
GARIN1A	H3255	E07_vs_C36	upregulated	0.00025	0.00310849								0.869215				
GARIN1A	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.0037			
GART-2	H1975	C36_vs_Veh	downregulated	5e-05	0.00494068				-1.3318299999999998								
GART-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.75912							
GART-2	H3255	E07_vs_C36	downregulated	0.0002	0.00257015								-1.4373200000000002				
GART-2	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.8092			
GART-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										2.04812		
GART-2	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-1.7561	
GAS6	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.577721				
GAS6-DT	H820	E07_vs_Veh	upregulated	0.0006	0.0257679												0.713612
GBA1	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										2.1671400000000003		
GBA1	H820	E07_vs_C36	downregulated	5e-05	0.00471417											-0.922288	
GBA1	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.24548
GBA1-2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-1.62575											
GBA1-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.85131										
GBA1-2	H1975	C36_vs_Veh	upregulated	5e-05	0.00494068				2.1316900000000003								
GBA1-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.07342							
GBA1-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						3.2014400000000003						
GBA1-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.3212700000000002				
GBA1-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.57216			
GBA1-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-0.712858		
GBA1-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.8863489999999999	
GBP1	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.647161											
GBP1	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.53854									
GBP2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.56857									
GBP2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.7367739999999999							
GBP2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.5480229999999999						
GBP4	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.999769											
GBP4	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			0.605025									
GBP5	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	1.09744											
GCNT2-2	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.934951				
GCNT2-2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.13458			
GCNT2-2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											0.951741	
GCNT2-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.39333
GCNT3	H1975	E07_vs_Veh	upregulated	0.0003	0.00880485						0.6784560000000001						
GCNT3	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.702559				
GCNT3	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.534579			
GCNT4	H1975	E07_vs_Veh	downregulated	0.00175	0.0330973						-0.57872						
GCNT4	H3255	E07_vs_C36	downregulated	0.0003	0.00361843								-0.5388229999999999				
GCSH-2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	2.32602											
GCSH-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.1034700000000002										
GCSH-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			3.42973									
GCSH-2	H3255	E07_vs_C36	downregulated	0.0008	0.00811184								-3.776				
GCSH-2	H3255	E07_vs_Veh	downregulated	0.00115	0.0106346									-3.45832			
GCSH-2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-3.41635		
GCSH-2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-3.12569
GDF1	H3255	E07_vs_C36	downregulated	0.00345	0.0266308								-0.719066				
GDF15	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.8868590000000001				
GDF15	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.635981			
GDF7	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								1.6455400000000002				
GDF7	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									1.37497			
GDPD1	H3255	E07_vs_Veh	upregulated	0.00035	0.00397444									0.581176			
GFUS	H820	E07_vs_C36	upregulated	5e-05	0.00471417											2.69906	
GFUS	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												2.43692
GFUS-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.6680700000000002										
GFUS-2	A549	E07_vs_Veh	upregulated	5e-05	0.00420689			1.88685									
GFUS-2	H1975	E07_vs_C36	downregulated	5e-05	0.00166321					-1.02803							
GFUS-2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							1.13153					
GFUS-2	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.957493				
GFUS-2	H820	C36_vs_Veh	upregulated	5e-05	0.00285976										1.53717		
GFUS-2	H820	E07_vs_Veh	upregulated	5e-05	0.00304657												1.1784
GGACT	H3255	E07_vs_C36	upregulated	0.00155	0.0140214								0.634897				
GGNBP2	A549	C36_vs_Veh	downregulated	5e-05	0.00289423	-2.50385											
GGNBP2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		2.08282										
GGNBP2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					2.35965							
GGNBP2	H3255	C36_vs_Veh	upregulated	5e-05	0.00413571							4.281619999999998					
GGNBP2	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									4.32109			
GGNBP2	H820	C36_vs_Veh	downregulated	5e-05	0.00285976										-2.83494		
GGNBP2	H820	E07_vs_C36	upregulated	5e-05	0.00471417											1.77137	
GGNBP2	H820	E07_vs_Veh	downregulated	5e-05	0.00304657												-1.06334
GGNBP2-2	A549	E07_vs_C36	upregulated	5e-05	0.00476088		1.5892										
GGNBP2-2	A549	E07_vs_Veh	upregulated	0.00025	0.017925			0.8094439999999999									
GGNBP2-2	H1975	C36_vs_Veh	downregulated	0.0002	0.0169806				-0.992186								
GGNBP2-2	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					1.95836							
GGNBP2-2	H1975	E07_vs_Veh	upregulated	5e-05	0.00193293						0.963412						
GGNBP2-2	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-0.8280930000000001				
GGT1	H1975	E07_vs_C36	upregulated	5e-05	0.00166321					0.500727							
GGT1	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.538747				
GGT6	H3255	E07_vs_C36	upregulated	5e-05	0.0007711689999999								0.727902				
GGT6	H3255	E07_vs_Veh	upregulated	5e-05	0.000732024									0.703976			
GGT8P	H1975	E07_vs_C36	upregulated	0.00035	0.00888817					0.776768							
GHET1	H3255	E07_vs_Veh	upregulated	0.00025	0.00298436									0.5150279999999999			
GIHCG	H3255	E07_vs_Veh	upregulated	0.0035	0.0257517									0.636835			
GIMAP2	A549	C36_vs_Veh	upregulated	5e-05	0.00289423	0.8817659999999999											
GJA1	H3255	E07_vs_C36	downregulated	5e-05	0.0007711689999999								-0.947905				
GJA1	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-1.17301			
GK4P	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.676924			
GLDC	H3255	E07_vs_C36	downregulated	0.0002	0.00257015								-0.868376				
GLDC	H3255	E07_vs_Veh	downregulated	0.0062	0.0402682									-0.6286729999999999			
GLI3	H3255	E07_vs_C36	downregulated	0.0001	0.00143002								-0.569876				
GLI3	H3255	E07_vs_Veh	downregulated	5e-05	0.000732024									-0.772193			
